SMILES;logP
NCC(CC(O)=O)C1=CC=CC=C1;-1.4
[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@]([H])(OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C;3.19
CC(C)N1CCOC(C1)C1=CC=CC(=C1)C(F)(F)F;3.41
COC1=CC=C2C[C@@H]3[C@@H]4CC=C(OC(C)=O)[C@@H]5OC1=C2[C@]45CCN3C;1.66
CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O;2.4
CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1;3.69
CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1;-0.91
C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1;-0.6
CN(C)CCC=C1C2=C(COC3=CC=CC=C13)C1=CC=CC=C1O2;3.92
COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1CC1;2.14
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2;4.75
[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1;1.04
CCN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1;4.54
O=C1C(=O)C2=C(C=CC=N2)C2=C1N=CC=C2;1.26
[H][C@]12SCC(CSC3=NC(C)=C(CC(O)=O)S3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O;0.24
CN([C@@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)\C=C\C1=COC=C1;2.24
CC(=O)OC1=CC=C(C=C1)C(=C1CCCCC1)C1=CC=C(OC(C)=O)C=C1;4.86
[S--].[S--].[S--].[S--].[S--].[Sb+5].[Sb+5];-0.038
CN1CCCC(C1)=C(C1=CC=CS1)C1=CC=CS1;4
[O-][N+](=O)C1=CC=C(O1)\C=C\C=N\N1CC(=O)NC1=O;0.07
CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C;5.62
CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1;3.07
C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1;4.23
NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2;2.32
COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1;3.15
CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O;1.2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC1=CCCC1;5.03
COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1;1.39
[Mg++].[O-][O-];-0.45
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](C[131I])C4=C(CC[C@H](O)C4)[C@H]3CC[C@]12C;7.67
CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1;4.38
CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1;3.83
COC1=CC=C(C=C1O)C1=CC(=O)C2=C(OCCO)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1;-1.6
C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C;1.89
CCC(C(O)=O)C1(O)CCCCC1;1.91
CNCC(O)C1=CC(OC)=C(O)C(OC)=C1;-0.38
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O;2.43
CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12;4.48
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)C1=CC=CC=C1;0.046
NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1;-5.8
CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC;2.58
OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12;3.06
CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1;4.95
[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O;-0.65
CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1;0.68
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O;2.62
C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1;-0.97
CC(C)(C)NCC(O)COC1=CC(Cl)=CC=C1Cl;3.08
[O--].[O--].[O--].[Al+3].[Al+3].CC(=O)OC1=CC=CC=C1C(O)=O;1.24
COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1;1.88
COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1;2.42
OCCN(CC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1)C(=O)C(Cl)Cl;3.17
CC1=C(Br)C=C(Br)C(O)=C1Br;4.49
CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1;2.94
CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1;5.01
CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O;4.87
[Ce+3].[Ce+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O;-0.26
[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C;3.99
CN1[C@H]2[C@@H](N(C)C1=O)N(C)C(=O)N2C;-0.8
COC1=CC(=CC(C(=O)NCC2CCCN2CC=C)=C1OC)S(N)(=O)=O;0.55
CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1;2.35
OCC(CO)(CO)CO;-2.7
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1;5.72
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C;3.28
OC1=CC(=C(O)C=C1)S(O)(=O)=O;1.2
CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)N2;1.89
O=C(NC(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1;3.63
NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl;1.45
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C;3.35
COCC1=C(N=CC2=C1C1=C(N2)C=CC=C1OC1=CC=C(Cl)C=C1)C(=O)OC(C)C;4.82
OC1=C2N=CC=CC2=C(Br)C=C1Br;3.36
C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1;4.18
COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O;3.08
OC(=O)C1=C(I)C(NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I;7.17
[H][C@]1(O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@](C)(O)[C@H](NC)[C@H]1O;-7.3
CC(C)N1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12;-0.45
C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1;-0.53
[H][C@@](O)(CBr)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CBr;-0.65
CCOC1=C(C=CC=C1)C(N)=O;1.02
BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1;3.65
CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl;4.47
NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1;0.3
NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2Br)C(N)=N)C(Br)=C1;2.9
CN(C)C1=CC=C(O)C=C1;1.78
CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1;4.12
OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1;3.82
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F;3.93
NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O;-3.9
CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1;3.57
CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O;-1.4
COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1;-0.16
CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1;4.13
COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1;3.36
O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1;0.44
C[C@@H](CC1=CC=CC=C1)NCC1=CC=CC=C1Cl;4.57
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H];2.41
COC(CN1CCN(CC(O)C(OC)C2=CC=CC=C2)CC1)C1=CC=CC=C1;2.88
CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1;1.25
CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C;4.14
CCCC(=O)C1=C(O)C=C(OC)C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)=C1O;5
OCCNCCO.OC(=O)CN1C=C(I)C(=O)C(I)=C1;2.11
[Cl-].[Cl-].[Fe++];0.61
CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)\C(C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@@H](C)OC1=O;-0.68
CCC(C)(CC)OC(N)=O;1.69
CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O;-1.1
CC(N)CCCC(C)(C)O;0.82
CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2;4.49
[Al+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1;-0.17
C=CCC1(CC=C)C(=O)NC(=O)NC1=O;1
CC(C)CNCCOC(=O)C1=CC=CC(N)=C1;2.03
COC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1CN1CCCCC1;3.59
OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1;0.87
CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1;3.99
[59Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;-1.3
CC1=CC=CC=C1OCC(O)CO;1.01
CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC;3.7
NCCO[N+]([O-])=O;-0.62
[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C;3.64
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C;3.7
CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=C1C=CC=C2;4.58
[Ca++].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O;-5.8
CS(=O)(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCC(CC3)C(N)=O)C2=C1;2.04
CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C;0.19
CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1;1.63
O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-];-2.6
OC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1;3.94
NC(=N)NC(=N)N1CCOCC1;-1.1
CCOCC;0.84
O[As](O)(=O)C1=CC=C(NCCNC2=CC=C(C=C2)[As](O)(O)=O)C=C1;-0.24
[H][C@@](OC(=O)[C@]1([H])[C@]([H])(C=C(Br)Br)C1(C)C)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1;5.74
NC(=O)CN1CC(O)CC1=O;-2.6
CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C;4.66
[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl;3.85
NC(=N)NCC1CCCCCCN1;0.48
CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1;3.61
C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1;4.08
ClC1=CC=C(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1;3.4
CC(C)CCOC1=CC=C(NC(=S)NC2=CC=C(OCCC(C)C)C=C2)C=C1;6.92
CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12;3.75
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F;3.97
CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1;3.93
[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O;1.24
ClC1=CC2=C(C=C1)C(=O)NS2;1.96
CC1=C(CC2=NCCN2)C2=CC=CC=C2S1;2.73
O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC;5.57
[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N;-1.3
NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1;2.03
CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1;3.95
CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1;4.18
[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O;-3.4
OCOC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OCO)O[C@@H]3C(=O)OCO)O[C@@H]2C(=O)OCO)[C@H](O)[C@@H](O)[C@H]1O;-8.7
C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2;6.31
CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1;2.31
CNC(C)CC1=CC=CC=C1OC;2.08
CC(C)(C)NCC(O)C1=CC(NC(N)=O)=C(O)C=C1;-0.45
O.[OH-].[OH-].[Al+3].NCC([O-])=O;-3.4
CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12;1.35
CCOC(=O)C1=CC=C(O)C=C1;2.03
CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1;2.25
C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1;-0.22
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1;3.53
CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC;4.48
CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O;1.67
CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1;3.4
CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1;3.65
[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O;0.24
CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O;-2
[Fe++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O;-1.8
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C;6.47
CN1C(=O)\C(=N/NC(N)=S)C2=C1C=CC=C2;0.8
OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1;3.7
[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O;2.68
CC1=CC(=O)NC(=S)N1;0.24
CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1;4
[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO;-4.3
CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12;4.07
NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O;-4.3
CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51;2.83
CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1;4.32
CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1;4.31
O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O;-0.66
CCN(CC)C(=O)C1=CN=CC=C1;0.77
ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1;5.36
CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1;2.48
O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1;2.43
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O;1.85
[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O;0.24
NC(=O)OC1(CC#C)CCCCC1;1.83
NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O;-0.21
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl;2.07
COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1;3.67
[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1;-1.6
[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O;-4.3
NC1=C2CCCC2=NC2=C1CCCC2;2.13
C1COCCN1;-0.41
CN1CCCN=C1\C=C\C1=CC=CC(O)=C1;1.28
S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1;4.73
CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12;3.41
[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N;-7.2
OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12;2.6
CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1;1.94
ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1;4.81
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O;-0.37
O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1;5.06
CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1;3.58
NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O;1.3
CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1;4.92
[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O;-4
CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1;3.92
C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1;5.07
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C;4.32
COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1;2.22
CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)NC(=O)C1=CN=CC=C1;2.21
CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C;4.51
C=COC=C;1.13
C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C;2.81
COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC;2.24
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@@H](C1=CC=CC=C1)S(O)(=O)=O)C(O)=O;0.38
CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1;-5.6
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1;-0.73
OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1;4.13
NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S;0.29
[Fe++].[O-]C([O-])=O;0.25
NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1;0.3
CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I;1.62
[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1;3.17
[H][C@@](C)(N)CC1=CC(O)=CC=C1;0.97
[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C;0.74
[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br;5.99
[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O;-1.8
NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1;2.26
C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1;3.43
[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C;3.65
CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12;3.31
CCOC(=S)SSC(=S)OCC;4.46
OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1;3.12
CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C;5.36
COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1;2.88
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC;4.63
CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C;5.57
